ph,temperature,humidity,altitude,rainfall,N,P,K,label
6.45,16.74,58.16,1188,410.58,96,28,73,Fenugreek (Methi)
6.25,16.18,54.46,395,438.12,88,32,69,Fenugreek (Methi)
6.9,21.05,59.8,676,347.24,67,23,94,Fenugreek (Methi)
6.56,23.56,57.1,1021,313.58,96,22,94,Fenugreek (Methi)
6.39,25.0,50.32,1357,402.69,80,22,78,Fenugreek (Methi)
6.46,17.32,44.22,177,321.2,65,40,90,Fenugreek (Methi)
6.87,17.34,57.49,1500,309.46,78,26,64,Fenugreek (Methi)
6.25,21.35,53.94,790,479.7,68,31,71,Fenugreek (Methi)
6.79,17.71,40.87,1258,318.03,98,33,95,Fenugreek (Methi)
6.77,23.7,57.49,254,459.02,93,39,63,Fenugreek (Methi)
6.31,19.32,47.99,625,452.88,87,21,81,Fenugreek (Methi)
6.56,21.66,43.2,234,476.84,62,22,93,Fenugreek (Methi)
6.07,16.24,42.1,866,479.42,72,20,80,Fenugreek (Methi)
6.08,16.71,43.76,1053,479.11,100,27,93,Fenugreek (Methi)
6.12,16.18,52.01,305,384.31,91,39,83,Fenugreek (Methi)
6.06,17.19,45.49,529,435.7,68,34,93,Fenugreek (Methi)
6.13,24.95,46.78,523,371.95,65,24,93,Fenugreek (Methi)
6.08,20.7,52.65,627,321.2,98,34,92,Fenugreek (Methi)
6.02,15.4,41.69,122,394.23,66,23,62,Fenugreek (Methi)
6.81,17.34,48.47,748,344.72,62,32,92,Fenugreek (Methi)
6.53,22.23,49.28,1112,317.56,76,24,67,Fenugreek (Methi)
6.05,24.37,51.18,295,392.08,79,23,84,Fenugreek (Methi)
6.92,24.37,58.14,1379,310.64,60,29,77,Fenugreek (Methi)
6.76,16.76,51.52,289,429.05,82,24,65,Fenugreek (Methi)
6.01,23.56,40.8,1204,367.24,84,21,92,Fenugreek (Methi)
6.87,24.1,59.38,154,402.69,65,27,80,Fenugreek (Methi)
6.66,23.56,49.44,676,399.17,80,31,63,Fenugreek (Methi)
6.01,23.71,46.9,301,469.97,71,21,89,Fenugreek (Methi)
6.09,16.52,59.13,1199,498.05,92,22,73,Fenugreek (Methi)
6.99,23.67,40.86,1188,433.96,93,34,94,Fenugreek (Methi)
6.54,19.85,40.39,866,479.11,96,34,88,Fenugreek (Methi)
6.54,23.03,50.32,1403,444.56,72,24,94,Fenugreek (Methi)
6.74,21.6,47.72,523,304.43,66,23,95,Fenugreek (Methi)
6.32,16.44,40.8,177,391.76,71,34,73,Fenugreek (Methi)
6.52,23.83,59.38,613,392.7,90,40,77,Fenugreek (Methi)
6.39,20.74,41.35,907,391.76,61,38,87,Fenugreek (Methi)
6.35,19.97,53.43,203,434.58,77,24,70,Fenugreek (Methi)
6.49,18.54,50.32,1275,306.38,70,23,99,Fenugreek (Methi)
6.17,15.49,58.09,830,497.11,99,35,78,Fenugreek (Methi)
6.17,20.67,55.81,648,371.85,65,27,74,Fenugreek (Methi)
6.74,21.88,54.81,435,354.26,75,30,74,Fenugreek (Methi)
6.44,24.37,55.31,1233,309.14,96,33,98,Fenugreek (Methi)
6.73,23.56,46.78,1334,417.07,87,23,65,Fenugreek (Methi)
6.74,22.18,56.05,107,477.85,79,24,72,Fenugreek (Methi)
6.17,16.71,57.49,1437,346.74,98,34,77,Fenugreek (Methi)
6.48,20.78,54.96,336,454.75,96,29,91,Fenugreek (Methi)
6.28,21.63,51.64,1369,426.26,76,33,100,Fenugreek (Methi)
6.42,19.83,41.05,642,404.06,74,30,62,Fenugreek (Methi)
6.67,20.11,48.94,1077,405.92,72,25,65,Fenugreek (Methi)
6.3,19.66,40.28,404,454.34,96,23,74,Fenugreek (Methi)
6.01,20.5,40.86,866,459.71,88,36,88,Fenugreek (Methi)
6.33,24.34,57.18,136,417.07,90,28,67,Fenugreek (Methi)
6.21,22.23,55.81,486,427.47,93,36,92,Fenugreek (Methi)
6.34,19.44,57.49,1369,309.27,80,23,95,Fenugreek (Methi)
6.41,22.3,58.28,1437,429.05,70,24,74,Fenugreek (Methi)
6.48,21.76,45.04,874,347.2,65,40,93,Fenugreek (Methi)
6.09,16.74,45.7,1135,474.0,74,35,65,Fenugreek (Methi)
6.21,22.34,52.71,870,379.27,74,32,91,Fenugreek (Methi)
6.99,21.88,43.12,289,488.17,99,21,92,Fenugreek (Methi)
6.92,24.38,55.93,1369,309.14,66,25,70,Fenugreek (Methi)
6.25,15.1,55.11,872,458.96,63,24,86,Fenugreek (Methi)
6.5,23.21,58.14,505,474.48,80,37,61,Fenugreek (Methi)
6.29,25.61,78.64,947,2420.36,53,34,52,Ginger
6.29,29.63,74.41,377,2913.01,54,35,46,Ginger
6.36,24.46,74.82,975,1619.74,56,25,55,Ginger
6.42,24.17,75.83,455,2597.3,40,39,43,Ginger
6.14,29.03,78.83,304,2011.24,54,34,43,Ginger
6.08,22.83,72.12,607,2777.2,60,36,55,Ginger
6.01,22.87,70.61,751,1510.11,45,21,60,Ginger
6.36,28.46,70.92,1066,2025.9,42,23,55,Ginger
6.45,23.46,78.09,1225,1948.41,47,25,43,Ginger
6.18,22.83,74.59,946,2461.73,60,35,47,Ginger
5.56,27.07,70.43,1085,2057.43,42,23,46,Ginger
5.86,23.13,79.31,896,1640.8,54,33,58,Ginger
6.14,26.71,79.4,304,2577.96,54,33,52,Ginger
5.84,28.65,71.54,313,1596.42,48,23,56,Ginger
6.16,29.77,70.4,1085,2021.52,51,27,42,Ginger
5.61,24.68,77.63,313,2952.19,47,35,54,Ginger
5.95,21.84,72.52,543,2667.22,53,40,42,Ginger
5.61,28.3,73.63,1259,2874.32,48,33,42,Ginger
5.93,28.18,71.34,471,2756.85,42,28,40,Ginger
6.07,20.26,77.15,1403,2813.63,42,28,59,Ginger
6.18,24.19,73.35,1252,1708.78,58,22,49,Ginger
6.38,23.99,70.27,367,2226.23,44,22,54,Ginger
5.93,25.74,78.04,517,2271.7,49,21,59,Ginger
6.35,21.89,78.39,291,2290.48,60,33,56,Ginger
6.38,22.83,75.5,1443,1840.34,52,31,43,Ginger
5.94,29.95,72.67,1183,2309.83,49,26,58,Ginger
5.98,25.26,70.19,510,2476.03,57,38,56,Ginger
6.27,21.53,72.99,1183,2823.13,42,30,51,Ginger
6.36,21.79,71.56,977,1773.75,40,26,42,Ginger
5.6,28.23,76.85,723,1640.8,45,32,41,Ginger
6.35,28.39,75.78,854,2544.87,59,25,49,Ginger
6.22,28.26,71.37,471,1510.11,43,32,51,Ginger
5.98,26.85,78.69,814,2276.82,58,20,52,Ginger
6.29,23.82,70.44,890,2544.87,60,38,42,Ginger
5.76,25.25,70.44,946,2021.29,51,36,55,Ginger
6.07,20.2,76.7,641,2497.67,51,23,43,Ginger
5.67,26.45,74.59,1482,2310.08,43,38,46,Ginger
5.66,21.53,78.81,313,1521.68,59,26,51,Ginger
6.38,23.28,79.0,327,2866.07,54,22,42,Ginger
5.96,20.91,72.29,543,2548.15,60,40,49,Ginger
6.05,22.73,70.92,1036,1992.66,60,40,44,Ginger
5.65,23.1,73.14,936,2271.7,42,31,59,Ginger
6.15,23.91,77.15,854,2470.4,47,29,41,Ginger
6.2,20.5,73.11,681,1973.62,52,27,57,Ginger
6.46,22.58,70.27,773,2844.39,57,36,44,Ginger
6.2,28.46,71.76,903,1909.13,45,26,46,Ginger
6.14,29.9,71.38,635,2756.85,52,28,44,Ginger
6.14,27.44,75.5,963,1978.69,51,35,43,Ginger
5.86,23.95,77.08,1200,2243.7,51,23,57,Ginger
6.39,26.44,71.09,534,2310.08,44,35,56,Ginger
6.16,25.55,74.3,1370,2498.06,42,32,46,Ginger
6.32,26.18,77.22,1174,1725.16,56,23,50,Ginger
5.82,21.79,75.41,1490,2276.82,48,39,42,Ginger
6.18,29.55,77.75,318,2866.07,41,25,50,Ginger
6.4,23.99,73.96,1259,2597.3,43,36,43,Ginger
6.18,25.93,73.16,854,1635.02,51,24,55,Ginger
5.96,24.55,73.96,976,2635.05,52,33,44,Ginger
5.72,28.76,77.75,740,2239.14,53,36,44,Ginger
5.96,23.02,70.38,1066,1667.86,60,21,41,Ginger
5.79,23.56,79.0,1350,1851.74,51,40,43,Ginger
5.78,23.94,76.97,313,1839.23,46,33,52,Ginger
5.53,23.82,74.15,163,2498.06,40,35,56,Ginger
6.28,24.35,78.39,1046,2268.02,41,36,51,Ginger
6.2,25.34,70.92,220,2062.79,48,25,45,Ginger
5.51,21.48,73.66,633,1702.6,46,25,60,Ginger
5.94,24.94,71.09,318,1749.74,45,39,59,Ginger
6.18,21.53,74.89,1233,2698.85,40,36,47,Ginger
5.57,24.1,71.99,1202,1708.78,58,26,42,Ginger
6.08,26.13,77.63,1181,2816.57,41,30,42,Ginger
5.86,28.18,76.56,814,2002.89,58,31,52,Ginger
5.94,23.99,79.32,555,2911.82,43,29,49,Ginger
5.91,24.47,75.04,114,2577.96,51,34,56,Ginger
6.17,23.95,74.69,191,2446.58,49,35,48,Ginger
5.54,25.13,74.17,1403,2439.47,40,39,57,Ginger
6.25,20.98,76.83,471,2114.01,40,29,40,Ginger
5.81,26.71,73.65,310,1708.78,54,23,52,Ginger
6.3,26.85,71.62,740,2662.1,56,28,59,Ginger
6.44,24.1,71.27,936,2631.81,54,25,45,Ginger
6.35,24.93,78.02,528,2866.07,46,32,47,Ginger
5.9,24.43,74.84,769,2070.06,51,40,44,Ginger
6.18,20.98,78.83,555,2667.22,52,34,52,Ginger
5.67,29.19,77.0,1498,2205.72,42,28,52,Ginger
5.87,26.09,70.32,63,1773.75,54,34,44,Ginger
5.98,26.01,74.57,1209,2191.51,55,40,43,Ginger
5.61,27.04,70.7,1490,2961.66,43,25,54,Ginger
5.66,21.89,70.58,1423,2302.34,59,40,41,Ginger
6.08,23.02,74.92,854,1780.92,54,35,43,Ginger
6.44,24.1,79.4,291,2439.47,56,20,50,Ginger
6.43,23.94,72.99,1443,2039.74,40,25,47,Ginger
6.22,23.38,70.44,428,2576.21,47,36,49,Ginger
6.25,29.69,78.69,740,2011.24,46,25,57,Ginger
6.44,23.76,74.92,896,2505.4,40,22,45,Ginger
5.98,27.44,73.05,868,1510.11,52,38,59,Ginger
6.22,21.89,71.53,1225,2374.79,51,34,49,Ginger
5.77,27.53,79.51,1162,2476.03,48,20,47,Ginger
6.3,29.11,75.5,868,1725.16,55,20,49,Ginger
5.77,29.0,79.79,69,2967.11,46,28,58,Ginger
6.01,26.15,72.52,1215,2643.03,46,27,41,Ginger
6.46,26.91,70.58,526,2461.73,55,38,43,Ginger
6.03,28.73,70.78,1178,2952.19,60,33,58,Ginger
5.68,27.62,70.57,526,2240.46,54,38,54,Ginger
5.69,21.75,76.56,69,2505.4,59,38,46,Ginger
5.76,23.49,74.41,543,2635.05,57,33,45,Ginger
6.02,25.89,71.27,1464,2756.85,42,22,46,Ginger
6.45,29.72,77.08,696,1534.43,53,38,53,Ginger
6.19,22.73,74.83,261,1834.34,46,31,57,Ginger
5.86,25.13,75.78,859,2810.65,43,33,40,Ginger
5.96,28.18,77.1,543,2890.3,49,33,44,Ginger
6.35,26.74,76.83,984,2758.98,40,29,40,Ginger
6.35,28.3,76.69,635,1834.34,60,33,60,Ginger
6.22,29.34,71.56,1372,1637.36,46,23,51,Ginger
6.2,22.04,74.22,1136,1809.44,55,26,55,Ginger
6.45,25.01,74.3,1129,2294.81,51,30,54,Ginger
6.41,24.35,75.5,950,2240.46,49,34,50,Ginger
6.39,20.84,73.57,1162,2866.07,49,26,47,Ginger
5.57,29.72,70.84,1293,1619.74,43,22,55,Ginger
5.93,26.18,78.18,1225,2816.57,52,21,51,Ginger
5.63,29.72,76.51,1036,1773.75,53,24,50,Ginger
6.4,23.91,70.92,923,2329.49,47,33,49,Ginger
6.25,22.87,76.4,1140,2694.72,49,40,43,Ginger
5.66,24.67,75.42,1183,2061.77,52,29,57,Ginger
5.87,22.79,70.26,637,2374.6,59,35,49,Ginger
6.22,23.38,74.59,564,2472.69,44,36,55,Ginger
6.18,28.69,79.51,1209,2544.87,56,38,50,Ginger
6.28,28.94,74.69,534,2694.14,52,25,57,Ginger
5.87,22.95,77.96,1046,2544.87,46,36,43,Ginger
5.9,27.17,74.22,1085,2816.57,52,32,57,Ginger
5.81,22.98,71.56,977,2874.32,60,21,55,Ginger
6.17,28.23,71.99,564,2829.88,49,28,43,Ginger
5.94,24.35,73.63,1262,1670.74,48,26,51,Ginger
5.54,21.48,71.56,71,2878.65,51,26,60,Ginger
6.07,26.18,72.06,1388,2336.94,56,35,46,Ginger
5.6,23.82,74.15,864,1837.51,44,30,57,Ginger
5.62,22.95,71.05,1225,1773.75,55,21,42,Ginger
6.25,26.18,75.5,1293,2616.41,56,20,43,Ginger
6.22,20.27,78.64,1014,2758.98,59,23,53,Ginger
5.61,21.38,78.36,215,2498.06,56,40,43,Ginger
5.6,22.04,75.76,526,1847.44,58,34,54,Ginger
6.15,23.99,71.5,1252,2694.14,41,37,45,Ginger
6.14,28.94,78.81,1142,1517.09,54,25,45,Ginger
6.36,25.74,76.64,228,2505.4,49,24,46,Ginger
6.28,24.66,78.83,1045,1978.69,59,33,42,Ginger
6.18,28.97,73.14,1136,2011.24,45,33,56,Ginger
6.12,26.83,76.74,637,1978.69,56,34,49,Ginger
5.62,22.83,79.4,526,2002.89,43,24,42,Ginger
6.41,20.26,71.51,1213,1635.02,45,34,54,Ginger
5.76,28.23,74.68,1403,2191.51,41,31,51,Ginger
5.69,22.36,77.63,591,2450.7,56,22,54,Ginger
5.79,20.33,70.92,455,2291.59,59,21,45,Ginger
6.02,20.84,72.22,1372,2597.3,44,20,44,Ginger
5.61,25.34,70.32,635,2944.41,56,38,43,Ginger
6.46,29.34,76.96,1464,2096.15,51,28,54,Ginger
6.4,25.91,78.18,1388,2412.22,51,32,54,Ginger
5.82,22.97,78.09,1259,1992.66,51,21,54,Ginger
5.65,23.95,76.56,304,2858.15,56,22,43,Ginger
5.67,29.72,70.7,637,1848.24,53,36,57,Ginger
5.67,29.95,76.64,903,2288.69,52,39,49,Ginger
6.2,24.3,79.83,125,2716.82,52,33,42,Ginger
5.68,29.0,76.51,1041,2061.77,46,26,59,Ginger
5.94,29.03,73.68,891,2631.81,57,23,57,Ginger
6.39,24.93,73.16,1360,2698.85,52,28,51,Ginger
6.37,29.19,71.05,1419,1667.86,46,33,43,Ginger
5.65,25.91,77.73,854,2498.69,55,28,51,Ginger
6.04,21.65,78.55,541,1818.2,40,30,50,Ginger
6.04,22.95,76.41,377,2687.4,52,24,43,Ginger
5.87,26.63,77.32,1056,2309.83,46,39,43,Ginger
5.51,24.29,75.04,1128,2322.84,41,24,47,Ginger
6.35,23.82,75.41,564,2215.01,54,38,52,Ginger
5.78,28.15,73.63,751,2635.05,56,32,45,Ginger
5.69,27.53,70.22,1263,2060.55,44,28,59,Ginger
6.3,26.69,73.65,1380,2858.15,44,26,60,Ginger
5.65,20.98,73.91,1482,2810.65,54,24,60,Ginger
5.7,21.71,78.81,136,2613.83,53,25,52,Ginger
6.14,23.03,78.39,1185,2777.2,47,29,54,Ginger
6.34,26.38,74.81,589,1510.11,42,35,49,Ginger
6.27,27.85,77.55,1419,2271.7,60,22,56,Ginger
5.57,28.23,78.69,755,2196.14,59,23,41,Ginger
6.41,28.26,74.57,1215,2918.12,43,33,56,Ginger
5.68,27.07,71.26,1443,2497.67,51,36,44,Ginger
6.39,23.02,79.51,696,2715.47,58,27,53,Ginger
6.18,20.91,72.99,1388,2613.83,60,31,42,Ginger
5.89,20.33,71.46,403,2352.77,60,25,40,Ginger
6.35,21.21,70.93,822,2944.41,46,23,59,Ginger
5.56,28.65,71.41,428,1828.78,40,23,42,Ginger
5.62,27.44,70.17,936,2420.36,55,26,44,Ginger
5.99,20.26,70.14,289,2225.49,47,23,43,Ginger
6.44,29.77,77.46,220,2662.1,51,34,41,Ginger
6.16,25.34,77.46,1066,2327.34,51,35,60,Ginger
6.18,21.75,71.64,310,2777.2,56,20,57,Ginger
5.86,29.95,70.57,892,2011.24,47,26,40,Ginger
5.52,29.33,75.5,547,2505.4,55,35,47,Ginger
6.08,22.73,70.78,677,2878.65,58,23,40,Ginger
6.42,28.97,74.57,1372,2913.01,51,20,50,Ginger
5.6,23.46,71.56,530,2138.77,58,33,48,Ginger
5.93,23.39,74.81,154,1503.81,57,29,44,Ginger
5.86,21.44,73.96,289,1708.78,49,39,40,Ginger
5.61,29.72,79.83,1107,1667.86,46,20,56,Ginger
6.17,23.37,78.83,1350,2874.32,51,29,58,Ginger
6.24,23.03,74.81,1443,2497.67,46,33,48,Ginger
5.94,29.8,79.31,723,2070.06,50,38,42,Ginger
6.24,26.53,76.97,1161,2813.63,55,25,44,Ginger
6.18,23.81,76.02,799,2191.51,55,33,43,Ginger
6.29,23.39,70.19,1259,1609.45,44,31,58,Ginger
6.08,28.65,73.96,607,1839.23,57,33,59,Ginger
6.24,25.82,75.54,125,2268.02,40,26,43,Ginger
5.59,29.63,78.18,289,2631.81,47,37,44,Ginger
5.98,21.84,79.17,114,2597.3,51,30,53,Ginger
6.3,24.68,72.22,976,1517.09,49,25,45,Ginger
6.08,24.5,75.42,1185,2823.13,54,39,56,Ginger
5.68,28.17,72.52,635,2486.67,48,30,51,Ginger
5.52,26.57,76.83,1045,1810.83,42,32,44,Ginger
5.52,20.2,70.38,633,2308.67,52,35,58,Ginger
5.86,25.93,76.41,976,1809.44,60,34,45,Ginger
5.81,23.58,73.91,261,1667.86,59,40,43,Ginger
5.7,27.04,73.7,977,2450.7,43,28,56,Ginger
6.18,20.36,74.15,428,2011.03,60,38,50,Ginger
6.37,23.46,74.22,1419,2290.48,48,34,49,Ginger
6.11,25.13,72.63,1045,1851.74,41,36,47,Ginger
5.6,26.25,71.76,596,2336.94,46,39,40,Ginger
6.38,23.39,73.89,1252,1773.75,54,22,56,Ginger
5.79,23.03,73.01,913,2664.09,54,27,55,Ginger
6.01,22.95,76.41,125,2694.14,51,32,57,Ginger
6.43,23.91,78.18,261,2239.14,60,34,49,Ginger
6.18,29.0,76.56,286,2001.37,59,39,42,Ginger
5.81,21.2,72.83,428,2702.34,56,38,55,Ginger
5.61,29.33,77.12,946,2001.37,48,22,56,Ginger
5.67,29.53,70.93,423,1973.62,60,39,43,Ginger
6.08,22.52,78.18,526,1992.66,44,36,45,Ginger
6.45,20.33,74.08,1204,1699.34,42,21,52,Ginger
6.14,23.97,71.55,1438,1702.6,59,38,46,Ginger
5.79,26.91,73.27,1470,2835.81,59,23,57,Ginger
6.2,21.75,74.17,946,2096.15,48,24,44,Ginger
6.08,22.95,78.64,1066,1819.67,59,24,60,Ginger
5.69,22.97,75.04,1085,2310.08,49,38,57,Ginger
6.08,25.01,70.32,228,1816.09,46,23,56,Ginger
5.73,20.26,73.5,1443,2702.34,41,34,40,Ginger
5.61,29.19,75.41,1233,2225.49,40,26,43,Ginger
6.32,23.99,77.08,112,1503.81,48,27,44,Ginger
5.77,24.3,70.84,525,2261.9,40,38,56,Ginger
6.22,22.95,75.85,984,2810.65,40,36,55,Ginger
5.98,22.98,79.31,1213,2631.81,54,30,47,Ginger
5.93,23.1,78.83,1161,1737.97,51,39,57,Ginger
5.89,26.44,72.06,1056,2715.47,42,20,50,Ginger
6.29,23.68,79.32,691,1839.23,43,24,51,Ginger
6.22,29.46,76.54,635,1510.11,41,21,49,Ginger
5.93,25.55,75.76,403,2254.84,49,32,56,Ginger
5.78,24.3,70.61,1464,2486.67,59,34,58,Ginger
5.72,22.71,79.4,1254,2505.4,44,29,41,Ginger
5.66,29.37,74.89,1443,2643.03,40,28,53,Ginger
5.72,26.34,70.57,1482,2952.19,41,25,54,Ginger
6.22,27.53,71.5,892,1596.42,42,35,47,Ginger
5.66,23.94,73.65,1233,2616.41,41,33,41,Ginger
6.47,25.74,76.02,1308,1619.74,47,27,55,Ginger
6.08,24.47,79.17,1262,2114.01,51,33,40,Ginger
5.67,23.39,70.3,353,2635.05,51,36,45,Ginger
6.16,20.27,77.22,1482,2420.36,42,25,52,Ginger
5.52,20.36,74.89,891,2576.21,49,21,44,Ginger
5.61,24.34,71.64,1161,2643.25,56,33,43,Ginger
6.28,23.97,75.5,637,2741.2,47,33,57,Ginger
5.76,26.38,75.41,1483,1619.74,42,35,50,Ginger
5.93,20.73,77.69,606,2635.05,60,24,55,Ginger
5.67,23.39,76.41,1046,2816.57,54,39,60,Ginger
5.72,25.26,71.76,641,2835.81,42,36,43,Ginger
5.67,28.52,76.97,220,2613.83,57,29,51,Ginger
6.28,20.36,77.96,691,2715.47,43,26,51,Ginger
5.79,20.3,73.11,163,2698.85,60,30,42,Ginger
5.76,23.28,71.11,1171,2277.38,46,35,58,Ginger
5.98,29.9,74.92,66,1834.34,49,26,57,Ginger
6.4,24.91,76.56,923,1510.11,46,24,43,Ginger
5.61,24.34,73.96,890,2001.37,40,39,51,Ginger
5.8,23.95,76.51,1458,2011.24,41,37,57,Ginger
5.52,23.02,70.61,71,2239.14,40,28,55,Ginger
6.05,29.34,72.06,1362,2415.15,60,31,51,Ginger
6.13,24.5,72.63,1464,2944.41,53,23,45,Ginger
6.35,26.01,74.39,637,2952.19,55,25,55,Ginger
5.79,24.29,77.1,1498,2057.43,44,28,47,Ginger
5.95,24.67,72.52,428,2662.1,53,20,47,Ginger
5.73,20.5,76.64,950,2498.69,52,29,46,Ginger
6.38,23.38,70.19,755,1848.24,43,39,45,Ginger
5.68,23.58,79.31,112,1749.74,54,36,41,Ginger
5.94,25.34,76.83,607,2374.6,42,20,47,Ginger
5.63,23.28,74.59,1142,2352.77,42,27,50,Ginger
6.2,24.16,71.56,946,2967.11,40,39,59,Ginger
5.57,27.53,76.54,1371,2239.14,54,28,49,Ginger
5.87,25.55,72.52,367,1837.51,51,24,40,Ginger
5.72,22.98,70.43,756,2890.3,54,21,55,Ginger
6.39,29.11,70.3,1293,1589.67,48,33,40,Ginger
6.4,29.33,74.29,1470,1619.74,42,32,60,Ginger
5.98,23.46,77.46,1436,2944.41,46,33,60,Ginger
5.67,28.97,71.84,336,2637.02,40,23,41,Ginger
5.7,25.26,73.05,964,2957.72,42,26,60,Ginger
6.29,21.56,77.32,528,1596.42,53,23,49,Ginger
6.29,27.46,71.64,772,1699.34,40,40,60,Ginger
6.29,28.73,75.54,606,2470.4,60,20,55,Ginger
6.08,20.36,74.22,1045,2687.4,44,25,41,Ginger
6.01,25.55,73.65,534,2138.77,54,23,49,Ginger
5.61,24.43,79.17,704,2709.0,54,38,46,Ginger
6.22,26.85,74.39,903,2455.65,49,32,44,Ginger
6.14,26.15,73.7,607,2577.96,52,29,51,Ginger
5.96,29.95,73.63,984,2446.58,54,34,49,Ginger
6.45,28.52,78.69,333,2597.3,44,30,50,Ginger
5.83,21.34,75.42,1213,2486.67,60,30,46,Ginger
5.79,20.26,75.44,799,1737.97,45,23,40,Ginger
5.62,25.74,70.4,1014,2039.74,41,23,50,Ginger
5.98,24.29,72.06,1263,2687.4,48,24,59,Ginger
6.32,28.46,78.09,892,2302.34,60,24,58,Ginger
5.62,26.09,71.18,70,2498.06,52,22,42,Ginger
6.3,29.16,75.35,1262,2797.5,57,35,53,Ginger
5.87,26.63,74.92,323,1559.31,47,26,50,Ginger
6.28,20.98,78.55,1372,2138.77,46,32,40,Ginger
6.01,28.26,75.37,339,2271.7,42,39,60,Ginger
5.97,26.25,73.96,1181,1992.66,46,22,52,Ginger
5.72,28.17,74.29,589,2782.51,43,26,45,Ginger
5.7,26.18,71.37,936,2002.89,48,20,50,Ginger
5.66,26.91,75.2,526,1640.8,46,29,44,Ginger
5.93,24.46,78.55,637,2153.17,59,25,41,Ginger
5.66,24.26,71.11,1136,2577.96,55,26,60,Ginger
6.47,29.55,75.42,1438,2277.38,51,34,50,Ginger
5.75,24.1,74.92,428,2498.06,60,25,47,Ginger
6.41,25.89,79.31,352,1840.34,55,24,52,Ginger
6.39,26.74,74.15,607,1589.67,52,21,40,Ginger
5.79,23.38,75.35,163,2220.7,41,33,50,Ginger
6.4,21.34,78.55,890,2093.47,54,36,55,Ginger
6.36,23.39,72.99,1360,2597.3,55,39,42,Ginger
5.62,29.11,71.05,1380,2957.72,44,34,43,Ginger
5.69,20.91,72.52,352,2635.05,43,20,52,Ginger
5.56,24.1,72.99,353,2472.69,55,25,50,Ginger
5.96,25.93,74.6,112,1834.34,51,35,41,Ginger
6.15,28.65,74.53,191,2215.01,60,22,51,Ginger
5.66,29.69,71.05,339,2302.34,57,22,49,Ginger
5.98,26.38,73.16,1107,2716.82,60,34,60,Ginger
6.16,23.82,70.3,336,2497.67,60,33,55,Ginger
6.38,29.34,79.31,423,1725.16,40,38,57,Ginger
6.02,28.46,70.57,534,2813.63,43,23,55,Ginger
6.39,28.17,75.41,1215,2741.2,44,35,44,Ginger
5.65,20.91,71.38,1490,2191.51,52,39,51,Ginger
5.73,21.56,76.4,950,1635.02,45,32,58,Ginger
5.81,26.18,76.51,756,2548.15,54,23,42,Ginger
5.77,29.53,74.92,1419,2229.08,44,36,58,Ginger
6.35,26.83,70.4,70,1702.6,44,25,56,Ginger
6.24,25.13,77.55,1262,1510.11,59,25,44,Ginger
6.48,24.94,71.27,977,1725.7,47,38,51,Ginger
5.73,24.93,70.84,892,2598.66,54,39,44,Ginger
6.01,26.83,74.83,745,2439.47,42,36,49,Ginger
6.36,21.62,71.27,564,2890.3,51,27,60,Ginger
6.36,22.46,71.41,428,2816.57,40,29,47,Ginger
5.82,29.69,79.83,1107,2698.85,54,26,43,Ginger
6.38,23.39,78.64,1496,2239.14,55,23,52,Ginger
6.18,22.97,79.4,336,2308.67,56,20,44,Ginger
6.42,21.79,71.54,391,1851.74,41,35,58,Ginger
5.69,26.15,77.08,947,2002.89,40,38,47,Ginger
6.17,26.83,76.54,633,2373.6,47,40,47,Ginger
5.78,28.94,79.0,1263,2667.74,41,22,60,Ginger
6.29,24.68,72.52,769,2844.39,58,35,47,Ginger
6.15,24.43,75.5,541,1834.34,60,29,59,Ginger
5.7,23.99,71.11,114,1834.34,46,20,53,Ginger
5.6,22.58,76.4,1254,1816.09,43,21,49,Ginger
5.81,25.98,70.44,946,1606.35,52,33,46,Ginger
6.2,20.23,74.92,1416,2662.1,52,24,40,Ginger
5.82,22.45,75.76,607,1517.09,51,36,60,Ginger
6.25,25.82,77.15,859,2778.12,55,32,40,Ginger
6.08,23.37,71.05,304,2758.98,42,23,44,Ginger
6.43,21.38,76.97,1162,2952.19,46,20,55,Ginger
6.32,23.76,70.84,1416,1748.37,41,38,46,Ginger
5.59,26.57,74.22,696,2310.08,41,34,50,Ginger
6.47,24.67,71.55,1142,2952.19,56,39,47,Ginger
5.76,20.36,70.22,596,2613.83,56,29,41,Ginger
6.29,21.89,75.2,258,2694.14,54,22,50,Ginger
6.3,26.01,77.69,769,2412.22,58,21,43,Ginger
5.8,28.45,78.81,63,2205.72,52,23,43,Ginger
5.85,21.75,74.89,1436,1702.6,43,20,56,Ginger
5.98,24.66,71.53,1470,1809.44,47,23,43,Ginger
5.7,26.45,75.37,534,2758.98,51,37,46,Ginger
5.83,29.55,71.09,1464,2329.49,40,32,49,Ginger
5.86,23.68,78.09,1140,2840.12,51,36,56,Ginger
6.08,28.15,77.15,859,2249.33,60,33,42,Ginger
5.96,21.53,78.81,258,1521.68,42,40,50,Ginger
5.6,27.59,70.43,455,2637.02,54,28,41,Ginger
5.87,27.07,79.31,1278,1637.36,54,30,51,Ginger
5.57,22.83,74.6,1436,2709.0,55,26,57,Ginger
5.73,26.19,72.63,1034,1837.51,54,36,44,Ginger
6.28,20.5,72.67,681,1948.41,54,26,53,Ginger
5.96,29.63,72.63,1262,2093.47,42,20,43,Ginger
6.08,29.19,71.99,799,2829.88,45,24,43,Ginger
5.52,24.35,75.44,751,1819.67,47,23,58,Ginger
